permno,ticker,comnam
81051,ALF,ASSISTED LIVING CONCEPTS INC
81052,AVV,AVIVA PETROLEUM INC
81053,BGA,BANCO GANADERO S A
81053,BGA,BANCO GANADERO S A
81054,BOU,BANCO OSORNO Y LA UNION
81054,BSB,BANCO SANTANDER CHILE
81054,BSB,BANCO SANTANDER CHILE
81054,BSB,BANCO SANTANDER CHILE
81055,COF,CAPITAL ONE FINANCIAL CORP
81055,COF,CAPITAL ONE FINANCIAL CORP
81055,COF,CAPITAL ONE FINANCIAL CORP
81055,COF,CAPITAL ONE FINANCIAL CORP
81055,COF,CAPITAL ONE FINANCIAL CORP
81055,COF,CAPITAL ONE FINANCIAL CORP
81055,COF,CAPITAL ONE FINANCIAL CORP
81055,COF,CAPITAL ONE FINANCIAL CORP
81056,CSI,CHASE BRASS INDUSTRIES INC
81056,CSI,CHASE INDUSTRIES INC
81057,CVE,CONVERSE INC DEL
81058,EPP,ENRON GLOBAL PWR & PIPELINES LLC
81058,EPP,ENRON GLOBAL PWR & PIPELINES LLC
81059,FB,FALCON BUILDING PRODUCTS INC
81060,JQH,HAMMONS JOHN Q HOTELS INC
81060,JQH,HAMMONS JOHN Q HOTELS INC
81061,MKN,MCKESSON CORP NEW
81061,MCK,MCKESSON CORP NEW
81061,MCK,MCKESSON H B O C INC
81061,MCK,MCKESSON H B O C INC
81061,MCK,MCKESSON H B O C INC
81062,MGS,METROGAS S A
81063,OMX,OFFICEMAX INC
81064,TSA,SPORTS AUTHORITY INC
81065,SEA,STORAGE TRUST REALTY
81066,TXB,TEXAS BIOTECHNOLOGY CORP
81066,TXB,TEXAS BIOTECHNOLOGY CORP
81066,TXBI,TEXAS BIOTECHNOLOGY CORP
81066,ENCY,ENCYSIVE PHARMACEUTICALS INC
81067,TGS,TRANSPORTADORA DE GAS DEL SUR SA
81067,TGS,TRANSPORTADORA DE GAS DEL SUR SA
81067,TGS,TRANSPORTADORA DE GAS DEL SUR SA
81068,UTDL,UNITED LEISURE CORP
81069,ADYNF,ANDYNE COMPUTING LTD
81070,AFTY,AFFINITY TELEPRODUCTIONS INC
81070,AFTY,AFFINITY ENTERTAINMENT INC
81071,ALAB,ALABAMA NATIONAL BANCORP DEL
81071,ALAB,ALABAMA NATIONAL BANCORP DEL
81072,ALDV,ALLIED DEVICES CORP
81073,AMOO,AMERCO
81073,UHAL,AMERCO
81073,UHAE,AMERCO
81073,UHAL,AMERCO
81073,UHAL,U HAUL HOLDING CO
81074,BIKE,CANNONDALE CORP
81075,VSCI,VISUAL SCIENCES INC
81076,BPTM,BRIDGEPORT MACHINES INC
81077,CMPT,COMPUTONE CORP
81078,COHT,COHESANT TECHNOLOGIES INC
81079,FGCI,FAMILY GOLF CENTERS
81081,FLSC,FLORSHEIM SHOE CO NEW
81081,FLSC,FLORSHEIM GROUP INC
81081,FLSC,FLORSHEIM GROUP INC
81082,GNCNF,GORAN CAPITAL INC
81083,VPII,VITA PLUS IND INC
81084,HDSN,HUDSON TECHNOLOGIES INC
81084,HDSN,HUDSON TECHNOLOGIES INC
81084,HDSN,HUDSON TECHNOLOGIES INC
81085,HFPT,HEALTH FITNESS PHYSIC THERAPY IN
81085,HFPT,HEALTH FITNESS CORP
81085,HFIT,HEALTH FITNESS CORP
81085,,HEALTH FITNESS CORP
81085,,HEALTH FITNESS CORP
81085,FIT,HEALTH FITNESS CORP
81086,HSKL,HASKEL INTERNATIONAL INC
81087,HUMP,HUMPHREY HOSPITALITY TRUST INC
81087,HUMP,HUMPHREY HOSPITALITY TRUST INC
81087,SPPR,SUPERTEL HOSPITALITY INC VA
81087,SPPR,SUPERTEL HOSPITALITY INC VA
81087,SPPR,SUPERTEL HOSPITALITY INC MD
81087,CDOR,CONDOR HOSPITALITY TRUST INC
81087,CDOR,CONDOR HOSPITALITY TRUST INC
81087,CDOR,CONDOR HOSPITALITY TRUST INC
81088,IFTI,IONIC FUEL TECHNOLOGY INC
81088,IFTI,IONIC FUEL TECHNOLOGY INC
81089,ITII,I T I TECHNOLOGIES INC
81089,ILXI,INTERLOGIX INC
81090,JPFS,J P FOODSERVICE INC
81090,JPF,J P FOODSERVICE INC
81090,UFS,U S FOODSERVICE
81091,VSAL,VISUAL TECHNOLOGY
81091,VSAL,VISUAL TECHNOLOGY
81092,KWGDF,K W G RESOURCES INC
81093,NAGC,NATIONAL GAMING CORP
81093,NAGC,NATIONAL GAMING CORP
81093,NALC,NATIONAL LODGING CORP
81093,CHRT,CHARTWELL LEISURE INC
81094,NECB,NEW ENGLAND COMMUNITY BNCP INC
81094,NECB,NEW ENGLAND COMMUNITY BNCP INC
81095,NWSB,NORTHWEST SAVINGS BANK WARREN PA
81095,NWSB,NORTHWEST BANCORP INC PA
81095,NWSB,NORTHWEST BANCORP INC PA
81095,NWBI,NORTHWEST BANCSHARES INC
81096,ORRA,ORBIT SEMICONDUCTOR INC
81097,PAXN,PAXSON COMMUNICATIONS CORP
81097,PXN,PAXSON COMMUNICATIONS CORP
81097,PAX,PAXSON COMMUNICATIONS CORP
81097,PAX,PAXSON COMMUNICATIONS CORP
81097,PAX,PAXSON COMMUNICATIONS CORP
81097,ION,PAXSON COMMUNICATIONS CORP
81097,ION,ION MEDIA NETWORKS INC
81098,PCLE,PINNACLE SYSTEMS INC
81098,PCLE,PINNACLE SYSTEMS INC
81099,PHYN,PHYSICIAN RELIANCE NETWORK INC
81100,PLSIA,PREMIER LASER SYSTEMS INC
81100,,PREMIER LASER SYSTEMS INC
81100,PLSIA,PREMIER LASER SYSTEMS INC
81101,PUTT,BRASSIE GOLF CORP
81101,PUTT,DIVOT GOLF CORP
81102,QUAL,QUALITY SEMICONDUCTOR INC
81103,ROYL,ROYALE ENERGY INC
81104,VITL,VITALITY UNLIMITED
81104,VITL,VITALITY UNLIMITED
81104,VHCL,V H C LTD
81104,VHCL,V H C LTD
81105,SBFL,SAVINGS BANK OF FINGER LAKES NY
81105,SBFL,FINGER LAKES FINANCIAL CORP
81105,FLBC,FINGER LAKES BANCORP INC
81106,SHVA,SHIVA CORP
81107,SING,SINGING MACHINE INC
81108,SRTR,SENIOR TOUR PLAYERS DEV INC
81109,TBUS,DIGITAL RECORDERS INC
81109,TBUS,DIGITAL RECORDERS INC
81109,TBUS,D R I CORP
81110,TCAM,TRANSPORT CORP OF AMER INC
81110,TCAM,TRANSPORT CORP OF AMER INC
81111,THOM,THOMPSON P B E INC
81112,VTLM,VITALMETRICS INC
81112,,VITALMETRICS INC
81112,AUFN,AUTOFINANCE GROUP INC
81113,TMAT,TELE MATIC CORP
81113,TNTX,T NETIX INC
81113,TNTX,T NETIX INC
81114,TWSTY,TELEWEST COMMUNICATIONS PLC
81114,TWSTY,TELEWEST PLC
81114,TWSTY,TELEWEST COMMUNICATIONS PLC
81114,TWSTY,TELEWEST COMMUNICATIONS PLC NEW
81115,UTII,UNITECH INDUSTRIES INC
81116,VECO,VEECO INSTRUMENTS INC DEL
81116,VECO,VEECO INSTRUMENTS INC DEL
81117,VOXL,VOXEL
81117,VOXL,VOXEL
81118,WHAT,WHAT A WORLD INC
81119,YBTVA,YOUNG BROADCASTING INC
81120,ANZ,AUSTRALIA & NEW ZEALAND BK GR LT
81120,ANZ,AUSTRALIA & NEW ZEALAND BK GR LT
81121,BSY,BRITISH SKY BROADCASTING GR PLC
81121,BSY,BRITISH SKY BROADCASTING GR PLC
81122,CHC,CHAMPION HEALTHCARE CORP
81122,CHC,CHAMPION HEALTHCARE CORP
81123,CRO,CROWN PACIFIC PARTNERS L P
81124,MSN,EMERSON RADIO CORP
81124,MSN,EMERSON RADIO CORP
81125,EKT,GRUPO ELEKTRA SA DE CV
81125,EKT,GRUPO ELEKTRA SA DE CV
81126,GDT,GUIDANT CORP
81126,GDT,GUIDANT CORP
81126,GDT,GUIDANT CORP
81127,IRS,I R S A INVERSIONES Y REP S A
81127,IRS,I R S A INVERSIONES Y REP S A
81127,IRS,I R S A INVERSIONES Y REP S A
81127,IRS,I R S A INVERSIONES Y REP S A
81127,IRS,I R S A INVERSIONES Y REP S A
81128,ESI,I T T EDUCATIONAL SERVICES INC
81128,ESI,I T T EDUCATIONAL SERVICES INC
81128,ESI,I T T EDUCATIONAL SERVICES INC
81129,IHF,INTEGRATED HEALTHCARE FACILS LP
81131,PC,PRICELLULAR CORP
81132,STM,S G S THOMSON MICROELECTRONICS
81132,STM,STMICROELECTRONICS NV
81133,TEO,TELECOM ARGENTINA STET FR TEL SA
81133,TEO,TELECOM ARGENTINA STET FR TEL SA
81133,TEO,TELECOM ARGENTINA STET FR TEL SA
81133,TEO,TELECOM ARGENTINA S A
81134,CYD,CHINA YUCHAI INTERNATIONAL LTD
81134,CYD,CHINA YUCHAI INTERNATIONAL LTD
81134,CYD,CHINA YUCHAI INTERNATIONAL LTD
81135,AGRPA,ASSOCIATED GROUP INC
81135,AGRPA,ASSOCIATED GROUP INC
81136,AGRPB,ASSOCIATED GROUP INC
81136,AGRPB,ASSOCIATED GROUP INC
81137,APLX,APPLIX INC
81137,APLX,APPLIX INC
81138,APOLA,APOLLO GROUP INC
81138,APOL,APOLLO GROUP INC
81138,APOL,APOLLO EDUCATION GROUP INC
81139,VITR,VITRAMON INC
81140,ARLCF,AREL COMMS & SOFTWARE LTD
81140,ARLC,AREL COMMS & SOFTWARE LTD
81141,AVRT,AVERT INC
81141,AVRT,AVERT INC
81142,AVTC,APPLIED VOICE TECHNOLOGY INC
81142,AVTC,AVT CORP
81142,AVTC,AVT CORP
81142,CAPA,CAPTARIS INC
81142,CAPA,CAPTARIS INC
81143,BHCO,BELDING HEMINWAY INC NEW
81143,BHY,BELDING HEMINWAY INC NEW
81143,CRL,CARLYLE INDUSTRIES INC
81144,BLLE,BOLLE AMERICA INC
81145,BNGO,AMERICAN BINGO & GAMING CORP
81145,LTFD,LITTLEFIELD CORP
81145,LTFD,LITTLEFIELD CORP
81146,BTGI,B T G INC
81146,BTGI,B T G INC
81147,VIVI,VIVIGEN INC
81147,VIV,VIVIGEN INC
81148,CAFI,CAMCO FINANCIAL CORP
81148,CAFI,CAMCO FINANCIAL CORP
81148,CAFI,CAMCO FINANCIAL CORP
81149,CNSK,COVENANT BANK SAVINGS N J
81149,CNSK,COVENANT BANCORP INC
81150,CPLNY,CONCORDIA PAPER HOLDINGS LTD
81151,DOVE,DOVE AUDIO INC
81151,DOVE,DOVE ENTERTAINMENT INC
81151,NWST,NEWSTAR MEDIA INC
81152,EMCR,EMCARE HOLDINGS INC
81153,FNRI,FLORES & RUCKS INC
81153,FNR,FLORES & RUCKS INC
81153,OEI,OCEAN ENERGY INC
81153,OEI,OCEAN ENERGY INC
81153,OEI,OCEAN ENERGY INC
81154,GENZL,GENZYME CORP
81154,GZTR,GENZYME CORP
81155,VOGT,VOGART CRAFTS CORP
81155,VOGT,VOGART CRAFTS CORP
81156,GTAX,GILMAN & CIOCIA INC
81157,GTST,GLOBAL TELECOM SOLUTIONS INC
81157,GTST,GLOBAL TELECOM SOLUTIONS INC
81158,IBET,TRANS WORLD GAMING CORP
81159,INCB,INDIANA COMMUNITY BANK SB
81160,JEWLF,I W I HOLDING LTD
81161,LNTV,LIN TELEVISION CORP
81162,MCRL,MICREL INC
81163,,VOGUE INSTRUMENT CORP
81164,MCTH,MEDCATH INC
81165,MIND,MITCHAM INDUSTRIES INC
81165,MIND,MITCHAM INDUSTRIES INC
81165,MIND,MIND TECHNOLOGY INC
81165,MIND,MIND TECHNOLOGY INC
81166,MTEC,MICROTEC RESEARCH INC
81167,NBOC,NORTHWEST BANK COMMERCE ORE
81167,NBOC,NORTHERN BANK COMMERCE ORE
81169,NETC,NETCOM ON LINE COMM SVCS INC
81170,NTBM,NU TECH BIO MED INC
81171,VOIC,VOICEMAIL INTERNATIONAL INC
81171,VOIC,VOICEMAIL INTERNATIONAL INC
81172,OCAI,ORTHODONTIC CENTERS AMERICA INC
81172,OCA,ORTHODONTIC CENTERS AMERICA INC
81172,OCA,O C A INC
81173,PGMS,STILLWATER MINING CO
81173,SWC,STILLWATER MINING CO
81173,SWC,STILLWATER MINING CO
81174,PHAM,PHAMIS INC
81175,PREN,PRICE ENTERPRISES INC
81175,PREN,PRICE ENTERPRISES INC
81175,XLG,PRICE LEGACY CORP
81175,PLRE,PRICE LEGACY CORP
81176,SAGC,SAINT ANDREWS GOLF CORP
81176,SAGC,SAINT ANDREWS GOLF CORP
81176,SAGC,SAINT ANDREWS GOLF CORP
81176,AASP,ALL AMERICAN SPORTPARK INC
81176,AASP,ALL AMERICAN SPORTPARK INC
81177,SCTR,SPECIALTY TELECONSTRUCTORS INC
81177,XMIT,OMNIAMERICA INC
81178,SDTI,SECURITY DYNAMICS TECHS INC
81178,RSAS,R S A SEC INC
81178,RSAS,R S A SEC INC
81179,SKCB,SKYLANDS COMMUNITY BANK
81179,SKCB,SKYLANDS FINANCIAL CORP
81180,SSBL,SULPHUR SPRINGS LN & BLDG ASSN
81180,LBFI,L & B FINANCIAL INC
81181,TELL,TELETOUCH COMMUNICATIONS INC
81181,TLL,TELETOUCH COMMUNICATIONS INC
81181,TLL,TELETOUCH COMMUNICATIONS INC
81182,TRAK,CANTERBURY PARK HOLDING CORP
81182,TRAK,CANTERBURY PARK HOLDING CORP
81182,ECP,CANTERBURY PARK HOLDING CORP
81182,CPHC,CANTERBURY PARK HOLDING CORP
81183,TTRIF,THERMO TECH TECHNOLOGIES INC
81184,USAP,UNIVERSAL STNLESS & ALY PRODS IN
81184,USAP,UNIVERSAL STNLESS & ALY PRODS IN
81185,UVSL,UNIVERSAL AUTOMOTIVE INDS INC
81185,UVSL,UNIVERSAL AUTOMOTIVE INDS INC
81186,VDNX,VIDEONICS INC
81186,VDNX,VIDEONICS INC
81187,VIST,VISTA 2000 INC
81188,COX,COX COMMUNICATIONS INC NEW
81188,COX,COX COMMUNICATIONS INC NEW
81189,KNA,KNOGO NORTH AMERICA INC
81190,VOLT,VOLT INFORMATION SCIENCES INC
81190,VOL,VOLT INFORMATION SCIENCES INC
81190,,VOLT INFORMATION SCIENCES INC
81190,VISI,VOLT INFORMATION SCIENCES INC
81190,VOLT,VOLT INFORMATION SCIENCES INC
81191,NA,NABISCO HOLDINGS CORP
81192,TCK,THERMO ECOTEK CORP
81192,TCK,THERMO ECOTEK CORP
81192,TCK,THERMO ECOTEK CORP
81193,TMC,TIMES MIRROR CO NEW
81194,JRM,MCDERMOTT J RAY SA
81194,JRM,MCDERMOTT J RAY SA
81195,ADIAY,ADIA S A
81195,ADECY,ADECCO S A
81195,ADO,ADECCO S A
81195,ADO,ADECCO S A
81196,ADSP,ARIEL CORP
81197,AHNT,ACCESS HEALTHNET INC
81198,VOLM,VOLUME SHOE CORP
81199,CALP,CALIFORNIA PRO SPORTS INC
81199,IMON,IMAGINON INC
81199,IMON,IMAGINON INC
81200,CKFB,C K F BANCORP INC
81201,DIYS,DIASYS CORP
81201,DIYSJ,DIASYS CORP
81201,DIYS,DIASYS CORP
81201,DYX,DIASYS CORP
81201,DYX,DIASYS CORP
81202,DZTK,DAISYTEK INTERNATIONAL CORP
81203,ETFS,EAST TEXAS FINANCIAL SVCS INC
81203,ETFS,EAST TEXAS FINANCIAL SVCS INC
81204,FABC,FIRST ALLIANCE BANCORP INC GA
81204,FABC,FIRST ALLIANCE PRMR BANCSHARES
81204,PMB,FIRST ALLIANCE PREMIER BANC INC
81204,PMB,PREMIER BANCSHARES INC GA
81204,PMB,PREMIER BANCSHARES INC GA
81205,FAIR,RENAISSANCE ENTERTAINMENT CORP
81205,FAIR,RENAISSANCE ENTERTAINMENT CORP
81206,FKFS,FIRST KEYSTONE FINANCIAL INC
81206,FKFS,FIRST KEYSTONE FINANCIAL INC
81207,FSNJ,FIRST SAVINGS BANK N J SLA
81207,FSNJ,BAYONNE BANCSHARES INC
81208,FSRVF,FIRSTSERVICE CORP
81208,FSRV,FIRSTSERVICE CORP
81208,FSRV,FIRSTSERVICE CORP
81208,CIGI,COLLIERS INTERNATIONAL GROUP INC
81209,GTRN,GREAT TRAIN STORE CO
81209,GTRN,GREAT TRAIN STORE CO
81210,GWBC,GATEWAY BANCORP INC KY
81211,HZFS,HORIZON FINANCIAL SERVICES CORP
81212,ISFEA,INFOSAFE SYSTEMS INC
81212,ICCSA,INTERNET COMMERCE CORP
81212,,INTERNET COMMERCE CORP
81212,ICCSA,INTERNET COMMERCE CORP
81212,ICCSA,INTERNET COMMERCE CORP
81212,ICCA,INTERNET COMMERCE CORP
81212,ESIC,EASYLINK SERVICES INTL CORP
81213,IVIAF,INTERNATIONAL VERIFACT INC
81214,KILN,KIRLIN HOLDING CORP
81214,KILN,KIRLIN HOLDING CORP
81215,KNIC,KNICKERBOCKER L L INC
81215,KNIDV,KNICKERBOCKER L L INC
81215,KNIC,KNICKERBOCKER L L INC
81216,MSADY,MID STATES PLC
81217,NETK,NETWORK EXPRESS INC
81218,NPTH,NEOPATH INC
81218,NPTH,NEOPATH INC
81219,VTEK,VODAVI TECHNOLOGY CORP
81219,XTON,EXECUTONE INFORMATION SYS INC
81219,ELOT,EXECUTONE INFORMATION SYS INC
81219,ELOT,ELOT INC
81220,NSIT,INSIGHT ENTERPRISES INC
81220,NSIT,INSIGHT ENTERPRISES INC
81221,OSTX,OSTEX INTERNATIONAL INC
81222,RCII,RENTERS CHOICE INC
81222,RCII,RENT A CENTER INC NEW
81222,UPBD,UPBOUND GROUP INC
81223,RPIA,RESURGENCE PROPERTIES INC
81224,SMCC,S M C CORP
81225,SMITF,SCHMITT INDUSTRIES INC
81225,SMIT,SCHMITT INDUSTRIES INC ORE
81225,SMIT,SCHMITT INDUSTRIES INC ORE
81226,STAK,AUSTINS STEAKS & SALOON INC
81226,,AUSTINS STEAKS & SALOON INC
81226,,AUSTINS STEAKS & SALOON INC
81226,,WESTERN SIZZLIN CORP
81226,WEST,WESTERN SIZZLIN CORP
81227,VRTX,VORTEC CORP
81227,VRTX,VORTEC CORP
81228,SUNP,SUNPHARM CORP
81229,TLMDA,TELEMUNDO GROUP INC
81229,TLMD,TELEMUNDO GROUP INC
81230,TMLN,TIMELINE INC
81231,TWIN,TWIN CITY BANCORP INC
81232,TYGN,TYLAN GENERAL INC
81233,XNVAY,XENOVA GROUP PLC
81233,XNVA,XENOVA GROUP PLC
81233,XNVA,XENOVA GROUP PLC
81234,JMY,JAMESWAY CORP NEW
81235,NLIF,NATIONAL LIFE FLA CORP
81235,VOYG,VOYAGER GROUP INC
81237,ACRO,ACRODYNE HOLDINGS INC
81237,ACRO,ACRODYNE COMMUNICATIONS INC
81238,ADCO,A D C O TECHNOLOGIES INC
81239,AFGL,A F G L INTERNATIONAL INC
81239,HDWY,HEADWAY CORPORATE RESOURCES INC
81239,HEA,HEADWAY CORPORATE RESOURCES INC
81239,HEA,HEADWAY CORPORATE RESOURCES INC
81240,ANIC,ANICOM INC
81241,BRKS,BROOKS AUTOMATION INC
81241,BRKS,BROOKS P R I AUTOMATION INC
81241,BRKS,BROOKS AUTOMATION INC
81241,AZTA,AZENTA INC
81242,CBVI,COIN BILL VALIDATOR INC
81242,GPTX,GLOBAL PAYMENT TECHNOLOGIES INC
81242,GPTX,GLOBAL PAYMENT TECHNOLOGIES INC
81243,VUBT,VUEBOTICS CORP
81244,CIBI,COMMUNITY INVESTORS BANCORP INC
81244,CIBI,COMMUNITY INVESTORS BANCORP INC
81245,CTRA,CONCENTRA CORP
81246,DSTR,DUALSTAR TECHNOLOGIES CORP
81247,EQUUS,EQUUS GAMING CO L P
81247,EQUUS,EQUUS GAMING CO L P
81247,EQUUS,EQUUS GAMING CO L P
81248,GMGC,GENERAL MAGIC INC
81248,GMGC,GENERAL MAGIC INC
81248,GMGC,GENERAL MAGIC INC
81249,GSTRF,GLOBALSTAR TELECOM LTD
81250,HBBI,HOME BUILDING BANCORP INC
81251,LVTN,VUITTON LOUIS S A
81251,LVTNY,LOUIS VUITTON S A
81252,HCIA,H C I A INC
81253,HMWK,ADVANCED VOICE TECHNOLOGIES INC
81254,IAAC,INTERNATIONAL ASSETS HLDG CORP
81254,INTL,INTERNATIONAL ASSETS HLDG CORP
81254,INTL,INTL FCSTONE INC
81254,SNEX,STONEX GROUP INC
81255,ISDI,INFORMATION STORAGE DEVICES INC
81256,ISSI,INTEGRATED SILICON SOLUTION INC
81257,KOGC,KELLEY OIL & GAS CORP
81257,CONC,CONTOUR ENERGY CO
81258,KTIE,K T I INC
81258,KTIE,K T I INC
81259,LSBI,L S B FINANCIAL CORP
81259,LSBI,L S B FINANCIAL CORP
81260,MBBC,MONTEREY BAY BANCORP INC
81260,MBBC,MONTEREY BAY BANCORP INC
81261,MFSB,MUTUAL BANCOMPANY INC
81262,MPTR,MEDPARTNERS INC
81262,MPTR,MEDPARTNERS MULLIKIN INC
81262,MDM,MEDPARTNERS MULLIKIN INC
81262,MDM,MEDPARTNERS INC NEW
81262,CMX,CAREMARK RX INC
81262,CMX,CAREMARK RX INC
81262,CMX,CAREMARK RX INC
81263,MSBF,M S B FINANCIAL INC
81263,MSBF,M S B FINANCIAL INC
81264,NICK,NICKELODEON THEATER CO INC
81264,LUXY,NICKELODEON THEATER CO INC
81264,LUXY,CINEMASTAR LUXURY THEATERS INC
81264,LUXY,CINEMASTAR LUXURY THEATERS INC
81265,OAKT,OAK TECHNOLOGY INC
81266,OFIS,U S OFFICE PRODUCTS CO
81266,OFIS,U S OFFICE PRODUCTS CO
81266,OFIS,U S OFFICE PRODUCTS CO
81267,PACE,AMPACE CORP
81268,PCBC,PERRY COUNTY FINANCIAL CORP
81269,PDGS,P D G REMEDIATION INC
81269,ICHR,I C H O R CORP
81270,PLCO,PLAY CO TOYS
81270,PLCO,PLAY CO TOYS & ENT CORP
81270,PLCOD,PLAY CO TOYS & ENT CORP
81270,PLCO,PLAY CO TOYS & ENT CORP
81271,PSCO,PROTOSOURCE CORP
81272,SIMS,SIMS COMMUNICATIONS INC
81272,SIMS,SIMS COMMUNICATIONS INC
81272,SISC,SIMS COMMUNICATIONS INC
81272,SIMS,SIMS COMMUNICATIONS INC
81272,EMED,MEDCOM U S A INC
81272,EMED,MEDCOM U S A INC
81272,EMED,MEDCOM U S A INC NEW
81272,EMED,MEDCOM U S A INC
81273,SISB,SPRINGFIELD INSTN FOR SVGS BK MA
81273,SISB,S I S BANCORP INC
81274,SJSB,S J S BANCORP INC
81275,SMTL,SEMITOOL INC
81276,SROM,SIRROM CAPITAL CORP
81276,SIR,SIRROM CAPITAL CORP
81277,STBI,S T B SYSTEMS INC
81278,STRT,STRATTEC SECURITY CORP
81278,STRT,STRATTEC SECURITY CORP
81278,STRT,STRATTEC SECURITY CORP
81279,TAMSA,INTIME SYSTEMS INTL INC
81280,TCPI,TECHNICAL CHEMICALS & PRODS INC
81280,TCPI,TECHNICAL CHEMICALS & PRODS INC
81280,TCPI,T C P I INC
81281,TMSR,THRUSTMASTER INC
81281,CSCC,CENTERSPAN COMMUNICATIONS CORP
81281,CSCC,CENTERSPAN COMMUNICATIONS CORP
81282,TSAI,TRANSACTION SYS ARCHITECTS INC
81282,TSAI,TRANSACTION SYS ARCHITECTS INC
81282,ACIW,A C I WORLDWIDE INC
81283,ULTR,ULTRADATA SYSTEMS INC
81283,ULTR,ULTRADATA SYSTEMS INC
81283,ULTR,ULTRADATA SYSTEMS INC
81283,ULTR,ULTRADATA SYSTEMS INC
81284,BMO,BANK MONTREAL QUE
81284,BMO,BANK MONTREAL QUE
81284,BMO,BANK MONTREAL QUE
81284,BMO,BANK MONTREAL QUE
81284,BMO,BANK MONTREAL QUE
81284,BMO,BANK MONTREAL QUE
81284,BMO,BANK MONTREAL QUE
81285,ASD,AMERICAN STANDARD COS INC DEL
81285,TT,TRANE INC
81286,WCSX,W C S INTERNATIONAL
81286,WCSX,W C S INTERNATIONAL
81286,AIMX,ADAMS INTERNATIONAL METALS CORP
81288,CGM,CONGOLEUM CORP NEW
81288,CGM,CONGOLEUM CORP NEW
81288,CGM,CONGOLEUM CORP NEW
81288,CGM,CONGOLEUM CORP NEW
81289,ITC,INTELLIGENT CONTROLS INC
81290,SOL,SOLA INTERNATIONAL INC
81291,SZB,SOUTHFIRST BANCSHARES INC
81291,SZB,SOUTHFIRST BANCSHARES INC
81292,TRK,SPEEDWAY MOTORSPORTS INC
81292,TRK,SPEEDWAY MOTORSPORTS INC
81293,TBZ,TOY BIZ INC
81293,MVL,MARVEL ENTERPRISES INC
81293,MVL,MARVEL ENTERTAINMENT INC
81293,MVL,MARVEL ENTERTAINMENT INC
81294,WDFC,WD 40 CO
81295,CGS,C E C RESOURCES LTD
81295,CGS,C E C RESOURCES LTD
81296,CRK,CIRCLE K CORP DEL
81297,CBN,CORNERSTONE BANK CONN
81297,CBN,CORNERSTONE BANCORP INC
81298,FWV,FIRST WEST VIRGINIA BANCORP INC
81298,FWV,FIRST WEST VIRGINIA BANCORP INC
81298,FWV,FIRST WEST VIRGINIA BANCORP INC
81299,GCV,GABELLI CONVERTIBLE SEC FD INC
81299,GCV,GABELLI CONV & INC SECS FUND INC
81299,GCV,GABELLI CONV & INC SECS FUND INC
81300,HMH,HORIZON MENTAL HEALTH MGMT INC
81300,HMHM,HORIZON MENTAL HEALTH MGMT INC
81300,HORC,HORIZON HEALTH CORP NEW
81301,L,LIBERTY FINANCIAL COS INC
81307,WMTGS,WESTERN MTG INVS
81307,WMTGS,W M I EQUITY INVS
81309,SOS,STORAGE COMPUTER CORP
81309,SOS,STORAGE COMPUTER CORP
81309,SOS,STORAGE COMPUTER CORP
81310,CRSI,CARDINAL REALTY SERVICES INC
81310,CRSI,LEXFORD INC
81311,HTCO,HICKORY TECH CORP
81311,ENVE,ENVENTIS CORP
81323,WBSH,WABASH INTERNATIONAL CORP
81331,WACLY,WACOAL CORP
81331,,WACOAL CORP
81331,WACLY,WACOAL CORP
81331,,WACOAL CORP
81331,WACLY,WACOAL CORP
81331,WACLY,WACOAL HOLDINGS CORP
81350,WADS,WADSWORTH PUBLISHING INC
81358,,WAGNER MINING EQUIP INC
81366,WAGS,WAGS STORES
81366,WAGS,WAGS STORES
81382,WALB,WALBRO CORP
81403,WALD,WALDBAUM INC
81403,WALDA,WALDBAUM INC
81411,WIMC,WALK IN MED CTRS INC
81430,WCOL,WALKER COLOR INC
81430,WCOL,WALKER INTERNATIONAL INDS INC
81430,WINT,WALKER INTERNATIONAL INDS INC
81430,WINT,WALKER INTERNATIONAL INDS INC
81438,WLKR,WALKER B B CO
81446,WLKS,WALKER SCOTT CORP
81446,,WALKER SCOTT CORP
81446,WLKS,WALKER SCOTT CORP
81454,WTEL,WALKER TELECOMMUNICATION CORP
81454,WTEL,WALKER TELECOMMUNICATION CORP
81454,WTEL,WALKER TELECOMMUNICATION CORP
81462,,WALTER READE ORGANIZATION INC
81469,ACNS,AMERICAN COMMUNICATIONS SVCS INC
81469,ESPI,E SPIRE COMMUNICATIONS INC
81470,ACTM,A C T MANUFACTURING INC
81471,ANNB,ANNAPOLIS BANCSHARES INC
81472,ASMLF,A S M LITHOGRAPHY HOLDING N V
81472,ASML,A S M LITHOGRAPHY HOLDING N V
81472,ASML,A S M L HOLDING N V
81472,ASML,A S M L HOLDING N V
81472,ASML,A S M L HOLDING N V
81473,ATSB,AMTRUST CAPITAL CORP
81474,BWFC,BANK WEST FINANCIAL CORP
81474,BWFC,BANK WEST FINANCIAL CORP
81475,CALC,COMMONWEALTH ALUMINUM CORP
81475,CMIN,COMMONWEALTH INDUSTRIES INC
81476,CATX,C ATS SOFTWARE INC
81477,CCIR,CONTINENTAL CIRCUITS CORP
81478,CCRI,COLORADO CASINO RESORTS INC
81479,COAL,AMERICAN FUEL CORP
81480,DIEG,DIEHL GRAPHSOFT INC
81481,DLTR,DOLLAR TREE STORES INC
